SD ResponseTimestamp,RecordedAtTime,AVL data set name BODS,AVL data set ID BODS,DatedVehicleJourneyRef in SIRI,VehicleRef in SIRI,Timetable file name,Timetable data set ID BODS,DepartureTime in TXC,BlockRef in SIRI,BlockNumber in TXC,SIRI XML line number,TransXChange XML line number,Error note
2026-07-11T20:12:18.024000+00:00,2026-07-11T18:35:03+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5052,80763,OXBC_600_OXBCPH0005727103600_20260510_-_2361644.xml,17163,18:05:00,450161,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T18:23:15+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5088,80673,CSLB_32_CSLBPF100067110032_20260621_-_2378499.xml,17163,18:28:00,450088,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T18:26:58+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5071,80684,THTR_X2_THTRPH000718497X2_20260222_-_2310384.xml,17163,18:15:00,1962,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T19:32:21+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5167,80714,OXBC_3_OXBCPH0005727463_20260503_-_2350560.xml,17163,20:10:00,12365,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T14:38:44+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5075,80889,CSLB_1A_CSLBPF1000671201A_20260621_-_2378548.xml,17163,15:45:00,80446,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T17:43:43+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5022,80557,PULH_855_PULHPH000015380855_20260503_-_2356277.xml,17163,18:00:00,50443,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T17:45:15+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5046,80403,CSLB_31_CSLBPF10006719931_20260621_-_2378535.xml,17163,18:05:00,101077,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T19:26:48+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5176,80471,CSLB_101_CSLBPF100067181101_20260621_-_2378431.xml,17163,19:35:00,80476,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T20:12:07+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5121,80715,OXBC_100_OXBCPH000572788100_20260503_-_2350506.xml,17163,21:05:00,14059,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T15:25:59+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5013,80573,PULH_K_PULHPH0000153108K_20260503_-_2356286.xml,17163,16:00:00,99938,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T17:59:55+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5071,80411,OXBC_35_OXBCPH0005727935_20260503_-_2350553.xml,17163,18:15:00,13195,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T20:12:11+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5063,80210,CSLB_850_CSLBPF100067197850_20260621_-_2378570.xml,17163,20:20:00,101074,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T20:12:01+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5087,80419,OXBC_6_OXBCPH0005727146_20260503_-_2350544.xml,17163,21:05:00,13889,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T18:56:11+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5050,80607,THTR_X36_THTRPH0007184147X36_20260222_-_2310378.xml,17163,18:56:00,8344,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T17:25:58+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5008,80806,PULH_64_PULHPH00001538564_20260503_-_2356314.xml,17163,17:25:00,50385,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T18:25:49+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5049,80901,THTR_T33A_THTRPH000718415333A_20260104_-_2291665.xml,17163,18:30:00,8302,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T18:13:12+00:00,Go-Ahead_7996_20220505 13:27:53,7996,7078,80030,OXBC_X81_OXBCPH000572710OXF_20260102_-_2263038.xml,17163,16:20:00,13297,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T17:10:41+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5148,80613,CSLB_102_CSLBPF100067113102_20260621_-_2378564.xml,17163,16:45:00,101041,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T20:11:29+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5086,80712,OXBC_15_OXBCPH00057278015_20260503_-_2350556.xml,17163,20:45:00,14184,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T20:12:10+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5180,80713,OXBC_3A_OXBCPH0005727463A_20260503_-_2350532.xml,17163,21:00:00,12781,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T20:12:05+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5081,80413,OXBC_35_OXBCPH0005727935_20260503_-_2350553.xml,17163,20:40:00,14192,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T18:23:00+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5048,80929,THTR_X36_THTRPH0007184147X36_20260222_-_2310378.xml,17163,18:26:00,1976,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T19:49:56+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5151,80708,OXBC_400_OXBCPH000572741400_20260503_-_2350512.xml,17163,20:45:00,14269,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T09:47:56+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5028,80687,THTR_X34_THTRPH0007184127X34_20260311_-_2319411.xml,17163,09:40:00,450116,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T16:46:25+00:00,Go-Ahead_7996_20220505 13:27:53,7996,9016,80598,OXBC_WP1_OXBCPH0005727103WP1_20260613_20260830_2378591.xml,17163,17:30:00,13012,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T20:11:53+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5144,80767,OXBC_300_OXBCPH00057275300_20260503_-_2350563.xml,17163,20:45:00,13734,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T20:03:44+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5161,80727,OXBC_5_OXBCPH000572785_20260503_-_2350568.xml,17163,20:25:00,13974,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T17:18:27+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5050,80666,THTR_X32_THTRPH0007184146X32_20260222_-_2331517.xml,17163,17:53:00,8308,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T20:11:54+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5056,80472,CSLB_37_CSLBPF100067110337_20260621_-_2378513.xml,17163,20:50:00,80395,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T20:12:14+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5083,80777,OXBC_X3_OXBCPH00057272X3_20260503_-_2350571.xml,17163,20:55:00,14098,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T18:38:55+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5153,80416,OXBC_3A_OXBCPH0005727463A_20260503_-_2350532.xml,17163,19:00:00,14239,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T20:04:16+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5104,80651,THTR_X35_THTRPH0007184112X35_20260222_-_2310374.xml,17163,20:00:00,450022,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T20:12:09+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5106,80622,THTR_X35_THTRPH0007184112X35_20260222_-_2310374.xml,17163,20:45:00,8357,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T16:46:19+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5010,80588,CSLB_79A_CSLBPF100067112279A_20260621_-_2378497.xml,17163,17:30:00,450150,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T18:44:47+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5025,80527,CSLB_C15_CSLBPF100067111315_20260621_-_2378476.xml,17163,19:10:00,100906,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T20:10:33+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5115,80716,OXBC_700_OXBCPH000572788700_20260503_-_2350528.xml,17163,19:48:00,14380,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T17:27:46+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5084,80477,CSLB_32_CSLBPF100067110032_20260621_-_2378499.xml,17163,17:48:00,450092,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T17:07:26+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5039,80514,CSLB_34_CSLBPF10006718234_20260621_-_2378433.xml,17163,17:40:00,450076,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T19:29:53+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5178,80441,CSLB_103_CSLBPF10006712103_20260621_-_2378551.xml,17163,19:00:00,100816,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T18:54:12+00:00,Go-Ahead_7996_20220505 13:27:53,7996,7082,80069,OXBC_X71_OXBCPH000572710OXF_20260102_-_2263030.xml,17163,18:15:00,13971,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T20:12:05+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5168,80790,OXBC_5_OXBCPH000572785_20260503_-_2350568.xml,17163,20:26:00,14008,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T18:21:29+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5051,80915,THTR_T33_THTRPH000718415333_20260104_-_2291678.xml,17163,18:21:00,8369,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T20:12:11+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5055,80909,THTR_T33_THTRPH000718415333_20260104_-_2291678.xml,17163,20:47:00,1997,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T18:17:51+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5106,80785,OXBC_4A_OXBCPH0005727474A_20260503_-_2350550.xml,17163,18:55:00,12985,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T11:55:58+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5059,80745,OXBC_700_OXBCPH000572788700_20260503_-_2350528.xml,17163,12:48:00,14376,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T17:17:11+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5042,80845,CSLB_458_CSLBPF1000671137458_20260621_-_2378527.xml,17163,17:45:00,100970,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T20:12:15+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5058,80669,OXBC_X1_OXBCPH000572785X1_20260503_-_2350523.xml,17163,20:10:00,14211,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T20:11:56+00:00,Go-Ahead_7996_20220505 13:27:53,7996,7094,80040,OXBC_X81_OXBCPH000572710OXF_20260102_-_2263038.xml,17163,19:20:00,13759,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T18:16:27+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5143,80722,OXBC_5_OXBCPH000572785_20260503_-_2350568.xml,17163,18:39:00,13927,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T13:10:22+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5010,80811,PULH_X9_PULHPH000015352X9_20260503_-_2356306.xml,17163,13:10:00,50394,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T17:20:32+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5007,81976,PULH_68_PULHPH00001538368_20260503_-_2356293.xml,17163,17:30:00,50442,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T19:01:12+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5025,80521,PULH_P67_PULHPH00001538967_20260503_-_2356291.xml,17163,19:15:00,50592,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T18:43:33+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5024,80697,PULH_19_PULHPH00001536819_20260503_-_2356320.xml,17163,18:41:00,50621,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T19:23:05+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5077,80685,THTR_X2_THTRPH000718497X2_20260222_-_2310384.xml,17163,19:15:00,8374,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T14:09:48+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5007,80537,CSLB_583_CSLBPF100067186583_20260621_-_2378439.xml,17163,14:15:00,80409,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T18:18:03+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5075,80731,OXBC_15_OXBCPH00057278015_20260503_-_2350556.xml,17163,18:50:00,14107,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T19:26:27+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5054,80677,OXBC_X1_OXBCPH000572785X1_20260503_-_2350523.xml,17163,19:10:00,13772,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T17:48:35+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5026,80535,CSLB_C3_CSLBPF10006711093_20260621_-_2378456.xml,17163,18:31:00,100854,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T20:12:15+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5030,80976,THTR_T44_THTRPH000718414344_20260222_-_2310341.xml,17163,20:33:00,450174,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T20:11:58+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5188,80480,CSLB_101_CSLBPF100067181101_20260621_-_2378431.xml,17163,20:50:00,80356,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T18:34:23+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5025,80805,PULH_19_PULHPH00001536819_20260503_-_2356320.xml,17163,18:50:00,54055,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T18:31:20+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5187,80442,CSLB_103_CSLBPF10006712103_20260621_-_2378551.xml,17163,18:30:00,100903,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T20:12:08+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5178,80495,OXBC_3_OXBCPH0005727463_20260503_-_2350560.xml,17163,20:52:00,13904,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T20:12:09+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5081,80703,OXBC_X3_OXBCPH00057272X3_20260503_-_2350571.xml,17163,20:25:00,13952,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T18:42:09+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5056,80990,THTR_X40_THTRPH0007184166X40_20260531_-_2374890.xml,17163,18:15:00,450025,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T18:00:51+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5183,80515,CSLB_101_CSLBPF100067181101_20260621_-_2378431.xml,17163,18:05:00,100581,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T16:43:56+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5033,80501,OXBC_21_OXBCPH00057279721_20260503_-_2350526.xml,17163,17:25:00,13766,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T19:17:05+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5110,80707,OXBC_700_OXBCPH000572788700_20260503_-_2350528.xml,17163,19:05:00,12723,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T20:11:59+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5173,80723,OXBC_3A_OXBCPH0005727463A_20260503_-_2350532.xml,17163,20:45:00,14004,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T15:35:29+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5124,80829,CSLB_103_CSLBPF10006712103_20260621_-_2378551.xml,17163,14:55:00,450075,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T20:12:10+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5203,80224,CSLB_103_CSLBPF10006712103_20260621_-_2378551.xml,17163,21:00:00,100816,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T18:53:10+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5050,80541,CSLB_36_CSLBPF100067110236_20260621_-_2378518.xml,17163,19:30:00,450190,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T20:00:26+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5059,80658,OXBC_X15_OXBCPH000572785X15_20260503_-_2350536.xml,17163,20:00:00,14125,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T17:55:10+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5024,80218,CSLB_C41_CSLBPF10006719241_20260621_-_2378446.xml,17163,18:10:00,101038,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T20:12:10+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5067,80994,THTR_X40_THTRPH0007184166X40_20260531_-_2374890.xml,17163,21:05:00,8361,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T18:33:17+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5050,80476,CSLB_31_CSLBPF10006719931_20260621_-_2378535.xml,17163,19:00:00,80454,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T20:12:03+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5055,80455,CSLB_37_CSLBPF100067110337_20260621_-_2378513.xml,17163,20:20:00,101067,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T18:47:37+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5073,80473,CSLB_33_CSLBPF100067110133_20260621_-_2378503.xml,17163,18:45:00,101059,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T17:48:17+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5044,80885,CSLB_458_CSLBPF1000671137458_20260621_-_2378527.xml,17163,18:15:00,100416,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T18:42:07+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5073,80768,OXBC_X3_OXBCPH00057272X3_20260503_-_2350571.xml,17163,18:35:00,14209,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T19:36:30+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5180,80600,CSLB_102_CSLBPF100067113102_20260621_-_2378564.xml,17163,19:30:00,100976,-,1,-,BlockNumber not found in timetable
2026-07-11T20:12:18.024000+00:00,2026-07-11T18:51:50+00:00,Go-Ahead_7996_20220505 13:27:53,7996,5049,80928,THTR_X36_THTRPH0007184147X36_20260222_-_2310378.xml,17163,18:39:00,1116,-,1,-,BlockNumber not found in timetable
